# 60062 2_reports/tar1_ln12_tr2.report
# Layered model 52546: value=1.12007
12
1.0536397632882423814 297.77274671764445202 159.62634432499663717 2000
1.8509873117253805574 397.37888483076966395 213.02197530396412617 2000
5.4212838372281648702 475.32374998150709189 307.83304440876798935 2000
7.0966370807941991927 546.37239354314931461 357.3846079956137487 2000
24.05163948723141587 758.74192580396641006 491.38263541405922297 2000
55.600015010135706461 1107.4045059135482916 668.93264767782739 2000
15.858849057830795459 1211.1519990219492229 738.91780303482630643 2000
7.3280433376751688002 1337.86529535565478 792.21989893488171219 2000
176.67935913669469983 1492.6139621303491367 866.43923619257304836 2000
29.544436481910622661 2907.2310153621906466 1809.3382763905467527 2000
1593.8259592067852282 5441.5934458520314365 3420.4850205061870838 2000
0 5662.5439605433421093 3524.1291371125453225 2000
# Layered model 42854: value=1.14682
12
0.74377926966632679218 241.62179008870637631 141.66027560312687683 2000
1.8597068682127526618 338.89316213551506962 183.48636655497335823 2000
1.8447231368624685821 514.70751001176006412 284.27865183714970954 2000
2.8640755027982534031 574.24287671104241326 298.77972010972325734 2000
7.7239792317303095359 647.07124685298958866 323.53562342649479433 2000
16.469513463948395326 700.68543867388245872 402.70992167335958811 2000
9.1013442844708016821 982.76527082811844593 649.2594374632533345 2000
161.7861540799548834 1260.3296269017564555 696.09399559346434216 2000
29.891835357532073658 1553.2200743748294371 761.30775138458454876 2000
196.45384352340673217 2711.6268572328722257 1654.3500416254794345 2000
47.611576140017859871 3116.9451483117627504 1959.2540853390562461 2000
0 5719.1694001487758214 3667.2229118371546974 2000
# Layered model 46246: value=1.16571
12
0.84649018893282612641 269.56978306658129441 141.66027560312687683 2000
2.6626157780917476536 389.54895091733129675 210.91284683560803614 2000
3.5211057688124349774 475.32374998150709189 310.91137485285565845 2000
3.0237460578061803318 729.13607723265113236 350.34271933694122936 2000
12.556859860137507212 854.96939340644303229 357.3846079956137487 2000
3.4677719151913954931 1043.2251382948970786 383.16467253100307744 2000
2.873205703661785293 1064.193963574624604 668.93264767782739 2000
169.45353345753389362 1074.8359032103708159 682.37819389615174259 2000
38.548713200031528459 1285.6622524024817267 689.20197583511321682 2000
94.052994873455872948 4037.2428867578296376 2512.6101254070317736 2000
36.758420391268941785 5126.2271778554259072 2748.0046901552759664 2000
0 5387.7162830218130694 3319.889062037392705 2000
# Layered model 48011: value=1.16689
12
0.71475725878312412753 283.32055120625375366 126.97346485319150133 2000
0.96565106146361667783 393.44444042650462734 232.97899714807718397 2000
1.13409663285919593 509.61139605124753871 257.35375500588003206 2000
7.8579738381382799872 597.55944021944651467 284.27865183714970954 2000
19.202990328879710802 666.67815270388200588 406.73702089009316296 2000
38.587756401314706522 1107.4045059135482916 636.4664615853870373 2000
61.614501740240285699 1175.5321978935758125 753.77005087582631404 2000
51.332166137724811961 1247.851115744313347 761.30775138458454876 2000
93.686393130998538936 1463.2035703659926185 875.10362855449875497 2000
83.33690288251648326 4118.3914687816622973 1396.8959313169427787 2000
296.52053270445412636 5719.1694001487758214 3353.0879526577659817 2000
0 5951.3906116641110202 3667.2229118371546974 2000
# Layered model 57376: value=1.16922
12
0.78953668235010099341 236.86088627458710221 147.41225085031902609 2000
0.84145107777702776719 294.82450170063805217 183.48636655497335823 2000
2.2004749625982293892 389.54895091733129675 254.80569802562376935 2000
2.9888373104461631868 509.61139605124753871 273.1861967715746573 2000
12.271765363872145116 568.55730367429941907 317.16069348739807765 2000
10.884600830097397761 797.44538945219721882 501.25942638588190903 2000
66.530980721961512359 1022.6694817124763404 605.57599951097461144 2000
77.823694902447371646 1096.4401048648992401 617.74807710114521342 2000
25.747316686866753344 2936.303325515812503 1179.5074765510712496 2000
158.35453087450204634 3308.700083250958869 1439.223274931777496 2000
85.867551088226605316 3918.5081706781124922 1920.6490396422470894 2000
0 5334.3725574473392044 3524.1291371125453225 2000
# Layered model 59564: value=1.19353
12
0.70768045424071690519 264.25819337965032219 120.81089504435318815 2000
1.3224358778491520638 434.60743401514764628 210.91284683560803614 2000
5.2131178495547363383 540.96276588430623633 242.43887867806770942 2000
3.0128081636508126095 574.24287671104241326 320.33230042227205558 2000
18.453696261347019458 686.87916740896230294 419.06155936008383378 2000
21.581782225024536359 1140.9599698472347882 564.83166824120530691 2000
125.03360276695651976 1175.5321978935758125 717.18633975394197932 2000
17.245133763222952439 1211.1519990219492229 784.37613755928884984 2000
66.582888600245070165 1857.8802711493058268 875.10362855449875497 2000
49.583093499786855318 4829.1378877293236656 910.63634503936191322 2000
266.74710041692486584 5334.3725574473392044 3222.2516158262415047 2000
0 5951.3906116641110202 3420.4850205061870838 2000
# Layered model 57243: value=1.19848
12
0.74377926966632679218 397.37888483076966395 141.66027560312687683 2000
2.4968212167934362711 540.96276588430623633 200.67633683953869195 2000
3.2516821020839663525 557.35447865336664108 289.99265273907644769 2000
8.0364552637751494046 579.98530547815289538 346.87397954152595503 2000
13.896745916634026585 766.32934506200615488 410.80439109899407413 2000
32.9397290436828456 963.40091248712724337 599.58019753561836751 2000
56.392456773473995213 1211.1519990219492229 710.08548490489306459 2000
114.88818192195144263 1247.851115744313347 753.77005087582631404 2000
34.359893929827649117 2430.4954651960906631 1302.9100556862508711 2000
145.00396296077758507 4687.1136568141964744 2079.7876917347393828 2000
283.23686534005270232 4975.4655948654090025 3158.7605291895320079 2000
