# 60032 2_reports/tar1_ln9_tr1.report
# Layered model 49460: value=0.161642
9
3.6125594013037631846 535.60669889535267885 178.09005965729755872 2000
4.8608730878310577594 597.55944021944651467 179.87096025387054965 2000
2.69512037846781638 805.41984334671917622 192.84601530560954075 2000
3.2852985016017175468 854.96939340644303229 206.75703052211355271 2000
15.26072379422751979 880.87582099605185704 265.15183113631320566 2000
2.5660442416832651702 907.56723924805316983 304.78519248392871077 2000
3.5525503604336918784 1187.2875198725116661 340.03919178661499245 2000
7.6386681673580412166 1247.851115744313347 419.06155936008383378 2000
0 1420.1709698097861292 521.6125691474485393 2000
# Layered model 47011: value=0.16312
9
4.8691842706229682136 551.83611747858083163 176.32679173989856736 2000
3.1131724320146823004 634.3213869747961553 185.32123022052309125 2000
4.1115856622075899196 758.74192580396641006 187.17444252272832728 2000
4.3558887548277418489 766.32934506200615488 228.38839049904632361 2000
15.092789182857956121 846.50434990736948748 273.1861967715746573 2000
4.4718449785062084345 898.58142499807229342 317.16069348739807765 2000
2.787722883496790871 1211.1519990219492229 340.03919178661499245 2000
4.6696497683729347727 1311.5040636757717039 511.33474085623817018 2000
0 1337.86529535565478 526.82869483892307017 2000
# Layered model 49971: value=0.165803
9
4.5869918417150969958 309.86351430309520083 183.48636655497335823 2000
2.7115947827949051785 363.33933971281851427 189.04618694795561851 2000
3.5415007553941579843 370.6424604410461825 190.93664881743518436 2000
3.6137639893001942681 707.69229306062129581 232.97899714807718397 2000
4.3473816239930798133 781.73256489775235423 273.1861967715746573 2000
9.0036615785332685391 813.47404178018632592 275.91805873929041582 2000
5.2864365151140937371 889.68457920601224487 284.27865183714970954 2000
7.4556370244799694547 1043.2251382948970786 458.3214558202668627 2000
0 1351.2439483092114187 472.20905425307677206 2000
# Layered model 59076: value=0.166052
9
2.5756585463231047584 465.95799429615436793 178.09005965729755872 2000
5.8977739428117157416 504.56573866460144018 179.87096025387054965 2000
2.9196082911066305599 813.47404178018632592 192.84601530560954075 2000
2.2231410331900018917 821.60878219798814825 213.02197530396412617 2000
13.017696661518041168 838.12311872016766756 254.80569802562376935 2000
2.0135322071992263204 898.58142499807229342 295.82150505913193683 2000
6.8309752243352725998 916.6429116405337254 336.67246711546039251 2000
6.7149517035026775602 1337.86529535565478 357.3846079956137487 2000
0 1448.7164063029629233 532.096981787312302 2000
# Layered model 54276: value=0.170602
9
4.4966099810950854732 535.60669889535267885 178.09005965729755872 2000
3.7276201119891894109 597.55944021944651467 179.87096025387054965 2000
2.6158572868198852746 743.79171238502738106 183.48636655497335823 2000
4.9678769961633300056 813.47404178018632592 215.15219505700380864 2000
12.184509574246492392 846.50434990736948748 275.91805873929041582 2000
5.5988680479326511374 982.76527082811844593 281.46401171995017876 2000
3.327608644368098112 1298.518874926506669 336.67246711546039251 2000
7.4266712327435726593 1351.2439483092114187 423.25217495368474374 2000
0 1406.1098710987980667 526.82869483892307017 2000
# Layered model 42313: value=0.171095
9
5.8242624739588784166 363.33933971281851427 179.87096025387054965 2000
2.6491700151759420834 430.30439011400761729 189.04618694795561851 2000
2.2593272929485070932 452.25423861197299402 194.77447545866564838 2000
3.0195838494824407405 519.85458511187766817 219.47675417764958183 2000
2.2817476207278915012 530.30366227262641132 242.43887867806770942 2000
2.0919172780159129843 591.64301011826387366 257.35375500588003206 2000
12.130713319500870284 907.56723924805316983 278.67723932668332054 2000
10.290246261514322867 1032.8961765296010071 357.3846079956137487 2000
0 1129.6633364824106138 511.33474085623817018 2000
# Layered model 52642: value=0.171232
9
5.5970017585833424789 519.85458511187766817 178.09005965729755872 2000
2.9611650554428265991 603.53503462164098892 179.87096025387054965 2000
2.2819205658779910806 736.42743800497760276 200.67633683953869195 2000
3.7583025029922385585 781.73256489775235423 208.82460082733467743 2000
10.74283161390600938 838.12311872016766756 254.80569802562376935 2000
5.3726802418572283671 854.96939340644303229 320.33230042227205558 2000
9.2640315294478412511 1002.5188527717638181 336.67246711546039251 2000
3.4939046647993947659 1420.1709698097861292 406.73702089009316296 2000
0 1448.7164063029629233 521.6125691474485393 2000
# Layered model 37072: value=0.171803
9
3.7592437993598948331 443.343043438852078 178.09005965729755872 2000
4.3835582730007729424 562.92802343990035752 179.87096025387054965 2000
1.9679431414789085864 721.91690815113975077 194.77447545866564838 2000
4.3431061553647776208 805.41984334671917622 202.68310020793407489 2000
6.9437055642143086231 829.82487001996798881 262.52656548149820992 2000
9.9336942301880313266 846.50434990736948748 281.46401171995017876 2000
5.2221653142296702299 1107.4045059135482916 320.33230042227205558 2000
4.8085456925260245953 1247.851115744313347 340.03919178661499245 2000
0 1406.1098710987980667 532.096981787312302 2000
# Layered model 46124: value=0.172429
9
2.1965763724877547247 525.05313096299641984 176.32679173989856736 2000
5.1020102520222474496 653.5419593215194709 178.09005965729755872 2000
2.7120522010737380114 700.68543867388245872 181.66966985640925714 2000
4.3001051043215614555 721.91690815113975077 208.82460082733467743 2000
15.109627519037148957 781.73256489775235423 265.15183113631320566 2000
2.860247956172688788 1012.5440412994812505 289.99265273907644769 2000
6.1373886785818285716 1163.8932652411642721 357.3846079956137487 2000
2.5344297087410438962 1211.1519990219492229 453.78361962402658492 2000
0 1337.86529535565478 516.44808826480050357 2000
# Layered model 53620: value=0.173874
9
5.7095014939308681434 525.05313096299641984 176.32679173989856736 2000
4.1278905713781925968 585.78515853293447435 183.48636655497335823 2000
2.2565502995361796934 700.68543867388245872 200.67633683953869195 2000
2.7978751546973761322 707.69229306062129581 221.671521719426039 2000
7.8221203389134323913 829.82487001996798881 254.80569802562376935 2000
10.877404139790584736 925.80934075693903651 298.77972010972325734 2000
5.5988680479326404793 935.06743416450854056 333.33907635194100294 2000
4.2816278867275983089 1406.1098710987980667 394.77494527336500596 2000
0 1492.6139621303491367 570.47998492361739409 2000
# Layered model 56055: value=0.174659
9
8.1689765073857802946 325.66966769185813746 183.48636655497335823 2000
1.9664983748942113095 328.92636436877671713 189.04618694795561851 2000
3.4922820874010529479 393.44444042650462734 237.66187499075354594 2000
2.0236929076134995142 530.30366227262641132 267.80334944767633942 2000
4.7075913434651983636 628.0409772027684312 270.48138294215311817 2000
9.4515692112010505355 846.50434990736948748 301.76751731082049446 2000
6.380891031243525191 880.87582099605185704 317.16069348739807765 2000
6.4237695228822175864 889.68457920601224487 462.90467037846951825 2000
0 1492.6139621303491367 570.47998492361739409 2000
# Layered model 51875: value=0.174729
9
5.3253551267666825453 461.34454880807362542 178.09005965729755872 2000
3.7593113985268562516 562.92802343990035752 183.48636655497335823 2000
2.0838863423090980831 789.54989054673001192 185.32123022052309125 2000
3.4298370152937618371 813.47404178018632592 223.88823693662030223 2000
12.570829549399583414 821.60878219798814825 265.15183113631320566 2000
4.4753442429467789054 829.82487001996798881 278.67723932668332054 2000
3.1347578682176724385 925.80934075693903651 330.03868945736735441 2000
5.7676465678643324964 1096.4401048648992401 379.37096290198320503 2000
0 1392.1879911869286843 511.33474085623817018 2000
# Layered model 25606: value=0.175319
9
7.2495518726887517857 316.09177094058742341 183.48636655497335823 2000
2.5878401926203089545 332.21562801246449226 187.17444252272832728 2000
3.6554366175434580555 417.64920165466935487 240.0384937406610959 2000
3.7961091463715206373 470.61757423911592468 265.15183113631320566 2000
3.6870026995659443969 551.83611747858083163 275.91805873929041582 2000
6.281087774053563777 838.12311872016766756 289.99265273907644769 2000
